अ     a
अदला    adla
अदलीय adley
अदह       adh
अदहन    adhan
अदा       ada
अदाएं adaen
अदाओं adaon
अदाकर्ता        adakrta
अदाकार      adakar
अदाकारा   adakara
अदाकारी   adakari
अदायगी      adaygi
अदालत adalt
अदालती      adalti
अदालतें   adalten
अदालतों   adalton
अदावत adavat
अदावती      adavti
अदाह्य      adahy
अदि       adi
अदित    adit
अदिति aditi
अदिनांकित     adiwnkit
अदिलाबादु     adilabadu
अदिश    adish
अदिष्ट      adisht
अदीब    adib
अदीस    adis
अदूरदर्शा     adurdarsha
अदूरदर्शिता       adurdarshita
अदूरदर्शी     adurdarshi
अदूषित      adushit
अदूष्य      adushy
अदृश्य      adrshy
अदृष्ट      adrsht
अदृढ़    adrdh
अदृढ़ता      adrdhata
अदेखा adekha
अदेयता      adeyta
अद्       ad
अद्दूपुर        addupur
अद्भुत      adbhut
अद्भुताकार  adbhutkar
अद्भूत      adbhut
अद्यतन      adyatan
अद्यतनीकरण  adyatnikaran
अद्यतित   adyatit
अद्रि adri
अद्रोह      adroh
अद्वितीय        advitiy
अद्वितीयता  advitiyata
अद्वेष      advesh
अद्वेष्टा     adveshta
अद्वैत      advait
अद्वैतवाद     advaitvad
अद्वैतवादी  advaitvadi
अध  adh
अधःशैल      adhhshail
अधकचरा      adhkachra
अधखुला      adhkhula
अधगति adhgati
अधचरा adhchara
अधन्ना      adhnw
अधन्यवादी     adhanyavadi
अधपका adhpaka
अधपके adhpake
अधपन्ना   adhpanw
अधम       adham
अधमता adhamta
अधमरा adhmara
अधमर्ण      adhmarn
अधमाधम      adhmadham
अधमी    adhmi
अधमुआ adhmua
अधर       adhar
अधरांग      adhrang
अधरामृत   adhramrt
अधरासव      adhrasav
अधरों adhron
अधर्म adhrm
अधर्मता   adharmata
अधर्मशीलता  adhrmashilta
अधर्मिता        adhrmita
अधर्मी      adhrmi
अधर्मीपन        adharmipan
अधातु adhatu
अधातुओं   adhatuon
अधाम    adham
अधार    adhar
अधार्मिक        adharmik
अधार्मिकता  adharmikta
अधि       adhi
अधिक    adhik
अधिकतम      adhiktam
अधिकतर      adhiktar
अधिकता      adhikta
अधिकर adhikar
अधिकरण      adhikaran
अधिकरणों        adhikaranon
अधिकरी      adhikari
अधिकर्मी        adhikarmi
अधिकश्रम        adhikashram
अधिकाँश   adhikansh
अधिकांश   adhikansh
अधिकांशत        adhikanshat
अधिकांशतः     adhikanshtah
अधिकांशतया  adhikanshtaya
अधिकाधिक        adhikadhik
अधिकार      adhikar
अधिकारक्षेत्र adhikarakshitr
अधिकारतः        adhikaratah
अधिकारपत्र  adhikarapatr
अधिकारपूर्ण       adhikarpurn
अधिकारपूर्वक    adhikarpurvak
अधिकारयों     adhikaryon
अधिकारहीन     adhikarhin
अधिकारातीत  adhikaratit
अधिकारिक        adhikarik
अधिकारिणी     adhikarini
अधिकारिता     adhikarita
अधिकारियों  adhikariyon
अधिकारी   adhikari
अधिकारीई        adhikari
अधिकारीकरण  adhikarikaran
अधिकारीगण     adhikarigan
अधिकारीयों  adhikariyon
अधिकारो   adhikaro
अधिकारों        adhikaron
अधिकृत      adhikrt
अधिकृति   adhikrti
अधिकेंद्र     adhikendr
अधिकोष      adhikosh
अधिक्षक   adhikshak
अधिक्षेप        adhikshep
अधिगण adhigan
अधिगम adhigam
अधिगृहित        adhigrhit
अधिगृहीत        adhigrhit
अधिग्रहण        adhigrahan
अधिग्रहणों  adhigrahanon
अधिग्रहित     adhigrahit
अधिग्रहीत     adhigrahit
अधिग्राहक     adhigrahak
अधिचक्रज        adhichakraj
अधिचर्म   adhicharm
अधिचित्र        adhichitr
अधित्यका        adhityaka
अधित्याग        adhityag
अधिदर्शक        adhidarshak
अधिदेव      adhidev
अधिदेश      adhidish
अधिदेशात्मक       adhideshatmak
अधिनस्थ   adhiwsth
अधिनायक   adhiwyak
अधिनायकवादी       adhiwyakvadi
अधिनियम   adhiniyam
अधिनियमन        adhiniyman
अधिनियमित     adhiniymit
अधिनियमों     adhiniymon
अधिनिर्णय     adhinirwy
अधिनिर्णायक       adhinirwyak
अधिनोवा   adhinova
अधिपति      adhipati
अधिपत्य   adhipaty
अधिपत्र   adhipatr
अधिप्रचार     adhiprachar
अधिप्रचारक  adhipracharak
अधिप्राप्ति       adhiprapti
अधिप्रेक्षक       adhiprekshak
अधिभार      adhibhar
अधिभावी   adhibhavi
अधिभास्वीय  adhibhasviy
अधिभोगी   adhibhogi
अधिमत adhimat
अधिमांस   adhimans
अधिमान      adhiman
अधिमानतः        adhimawtah
अधिमानी   adhimani
अधिमान्य        adhimany
अधिमास      adhimas
अधियज्ञ   adhiyagy
अधिया adhiya
अधियाचक   adhiyachak
अधियाना   adhiyaw
अधिरचना   adhirchaw
अधिरोध      adhirodh
अधिरोपण   adhiropan
अधिरोपित        adhiropit
अधिरोहण   adhirohan
अधिलाभांश     adhilabhansh
अधिवक्ता        adhivakta
अधिवक्ताओं  adhivaktaon
अधिवक्तृता  adhivaktrta
अधिवचन      adhivachan
अधिवर्ष   adhivarsh
अधिवर्षिता  adhivarshita
अधिवास      adhivas
