अ     a       
अतिप्रतापी  atipratapee     
अतिप्रवाह     atipravaah      
अतिप्रवीण     atipraveen      
अतिप्रशंसा  atiprashansaa   
अतिप्रसन्न  atiprasann      
अतिप्राकलन  atipraaklan     
अतिप्राकृत  atipraakrit     
अतिप्राकृतिक    atipraakritik   
अतिप्राकृतिकता      atipraakritiktaa        
अतिप्रिय        atipriya        
अतिबल atibal  
अतिबुकिंग     atibooking      
अतिभार      atibhaar        
अतिमानव   atimaanav       
अतिमानवीय     atimaanaveeya   
अतियथार्थवाद    atiyathaarthvaad        
अतियथार्थवादी atiyarthaarthvaadi      
अतिरंजन   atiranjan       
अतिरंजना        atiranjanaa     
अतिरंजनापूर्ण atiranjanaapoorn        
अतिरंजित        atiranjit       
अतिरंज्नापूर्ण      atiranjnaapooran        
अतिरिक्त        atirikta        
अतिरिक्तता  atiriktataa     
अतिरूढ़िवादी       atiroodhrivaadi 
अतिरेक      atirayk 
अतिरेकना        atirayknaa      
अतिलंघन   atilanghan      
अतिलोभी   atilobhee       
अतिलोलुप        atilolup        
अतिवातायनता       ativaataayantaa 
अतिवाद      ativaad 
अतिवादी   ativaadee       
अतिविशाल        ativishaal      
अतिविश्वास  ativishwaas     
अतिविश्वासी       ativishwaasee   
अतिवृद्धि     ativriddhi      
अतिवृष्टि     ativrishtee     
अतिव्यय   ativyaya        
अतिव्ययी        ativyayee       
अतिव्याकुलता    ativyaakultaa   
अतिव्याप्त  ativyapta       
अतिव्याप्ति       ativyapti       
अतिशय atishaya        
अतिशयोक्ति  atishayokti     
अतिशयोक्तिपूर्ण   atishayoktipoorna       
अतिशयोक्त्तिपूर्ण     atishayokttipoorna      
अतिशीघ्र        atisheeghra     
अतिशेष      atishaysh       
अतिशोषण   atishoshan      
अतिश्योक्ति       atishyokti      
अतिसंवाहक     atisamvaahak    
अतिसंवाहकता       atisamvaahaktaa 
अतिसंवेदनशीलता      atisamvaydansheeltaa    
अतिसंवेदी     atisamvaydee    
अतिसार      atisaar 
अतिसारीय        atisaareeya     
अतीत    atiteet 
अतीन्द्रिय  ateeindriya     
अतीव    ateev   
अतीस    atees   
अतुल    atul    
अतुलनीय   atulneeya       
अतुल्य      atulya  
अतृप्त      atrapta 
अतृप्तता        atraptataa      
अतृप्ति   atrapti 
अतृप्य      atrapya 
अतेव    atayv   
अतोषणीय   atoshndeeya     
अतोष्य      atoshya 
अत्तारी   attaaree        
अत्यंत      atyanta 
अत्यंतता        atyantaa        
अत्यधिक   atyadhika       
अत्यधिकता     atyadhikataa    
अत्यन्त   atyanta 
अत्यल्प   atyalpa 
अत्याचर   atyaachar       
अत्याचार        atyachaar       
अत्याचारपूर्ण atyachaarpoorna 
अत्याचारी     atyaachaaree    
अत्याचारों  atyaachaaron    
अत्याधिक        atyaadhik       
अत्याधुनिक  atyaadhunika    
अत्यावश्यक  atyaavashyaka   
अत्यावश्यकता    atyaavashyakataa        
अत्युत्तमता       atyuttamataa    
अत्युत्सुक  atyutsuka       
अत्युष्ण        atyushnd        
अत्र    atra    
अत्री atree   
अत्रे atray   
अथक       athaka  
अथमलगोला        athamalgolaa    
अथर्व atharva 
अथर्ववेद        atharvavayd     
अथर्ववेदीय  atharvavaydeeya 
अथवा    athavaa 
अथाई    athaaee 
अथाना athaanaa        
अथाह    athaaha 
अथीना atheenaa        
अथॉरिटी   athaaoritee     
अदंड    adand   
अदक्षता   adaxhataa       
अदत्त adatta  
अदत्तवेतन     adattavaytan    
अदद       adada   
अदन       adan    
अदना    adanaa  
अदनान adanaan 
अदब       adab    
अदभुत adbhut  
अदभूत adbhoot 
अदम       adam    
अदमनीय      adamaneeya      
अदमित adamita 
अदम्य adamya  
अदर       adar    
अदरक    adaraka 
अदरख    adarakha        
अदर्शन      adarshan        
अदल       adala   
अदला    adalaa  
अदलीय adaleeya        
अदह       adah    
अदहन    adahan  
अदा       adaa    
अदाएं adaayan 
अदाओं adaayon 
अदाकर्ता        adakartaa       
अदाकार      adaakaar        
अदाकारा   adaakaaraa      
अदाकारी   adaakaaree      
अदायगी      adaayagee       
अदालत adaalat 
अदालती      adaalatee       
अदालतें   adaalatyen      
