अ     A
अतिव्याप्ति       Atibyapti
अतिशय Atishay
अतिशयोक्ति  Atishayokti
अतिशयोक्तिपूर्ण   Atishayoktipurna
अतिशयोक्त्तिपूर्ण     Atishayoktipurna
अतिशीघ्र        Atishighra
अतिशेष      Atisesh
अतिशोषण   Atisoshon
अतिश्योक्ति       Atishayokti
अतिसंवाहक     Atisanghbahak
अतिसंवाहकता       Atisangbahakta
अतिसंवेदनशीलता      Atisangbedanshilta
अतिसंवेदी     Atisangbedi
अतिसार      Atisar
अतिसारीय        Atisariya
अतीत    Atit
अतीन्द्रिय  Atindriya
अतीव    Atib
अतीस    Atis
अतुल    Atul
अतुलनीय   Atulniya
अतुल्य      Atulya
अतृप्त      Atripta
अतृप्तता        Atriptata
अतृप्ति   Atripti
अतृप्य      Atripya
अतेव    Ataib
अतोषणीय   Atoshniya
अतोष्य      Atoshya
अत्तारी   Attatri
अत्यंत      Attayant
अत्यंतता        Attayantata
अत्यधिक   Atyadhik
अत्यधिकता     Atyadhikata
अत्यन्त   Atayant
अत्यल्प   Atyalp
अत्याचर   Atyachor
अत्याचार        Atyachar
अत्याचारपूर्ण Atyacharpurna
अत्याचारी     Atyachari
अत्याचारों  Atyacharon
अत्याधिक        Atyadhik
अत्याधुनिक  Atyadhunik
अत्यावश्यक  Atyabashyak
अत्यावश्यकता    Atyabashyakta
अत्युत्तमता       Atytumatta
अत्युत्सुक  Atyutsuk
अत्युष्ण        Atyushna
अत्र    Atra
अत्री Atri
अत्रे Atre
अथक       Athak
अथमलगोला        Athmalgola
अथर्व Atharba
अथर्ववेद        Atharbaveda
अथर्ववेदीय  Atharbavediya
अथवा    Athaba
अथाई    Athai
अथाना Athana
अथाह    Athaha
अथीना Athena
अथॉरिटी   Authority
अदंड    Adanda
अदक्षता   Adakshata
अदत्त Adatta
अदत्तवेतन     Adattabetan
अदद       Adad
अदन       Adan
अदना    Adna
अदनान Adnan
अदब       Adab
अदभुत Adbhut
अदभूत Adbhut
अदम       Adam
अदमनीय      Adamniya
अदमित Adamit
अदम्य Adamya
अदर       Adar
अदरक    Adarak
अदरख    Adarakh
अदर्शन      Adarshan
अदल       Adal
अदला    Adala
अदलीय Adaliya
अदह       Adaha
अदहन    Adahan
अदा       Ada
अदाएं Adayein
अदाओं Adayon
अदाकर्ता        Adakarta
अदाकार      Adakar
अदाकारा   Adakara
अदाकारी   Adakari
अदायगी      Adayagi
अदालत Adalat
अदालती      Adalati
अदालतें   Adalatein
अदालतों   Adaloton
अदावत Adawat
अदावती      Adwati
अदाह्य      Adahnna
अदि       Adi
अदित    Adit
अदिति Aditi
अदिनांकित     Adinankit
अदिलाबादु     Adilawadu
अदिश    Adish
अदिष्ट      Adishta
अदीब    Adib
अदीस    Adis
अदूरदर्शा     Adurdarsha
अदूरदर्शिता       Adurdarshita
अदूरदर्शी     Adurdarshi
अदूषित      Adushit
अदूष्य      Adushya
अदृश्य      Ahashya
अदृष्ट      Ahashta
अदृढ़    Ahadha
अदृढ़ता      Ahadhta
अदेखा Adekha
अदेयता      Adeyata
अद्       Ad
अद्दूपुर        Adudpur
अद्भुत      Adbhut
अद्भुताकार  Adbhutakar
अद्भूत      Adbhut
अद्यतन      Aghatan
अद्यतनीकरण  Aghataikaran
अद्यतित   Aghatit
अद्रि Adri
अद्रोह      Adroha
अद्वितीय        Adwitiya
अद्वितीयता  Adwitiyata
अद्वेष      Adwesh
अद्वेष्टा     Addeshta
अद्वैत      Adwait
अद्वैतवाद     Adwaitabad
अद्वैतवादी  Adwitwadi
अध  Adh
अधःशैल      Adhahashel
अधकचरा      Adhakachra
अधखुला      Adharkhula
अधगति Adhgati
अधचरा Adhchara
अधन्ना      Adhanna
अधन्यवादी     Adhannabadi
अधपका Adhapaka
अधपके Adhapke
अधपन्ना   Adhpanna
अधम       Adham
अधमता Adhamta
अधमरा Adhamra
अधमर्ण      Adhamrna
अधमाधम      Adhmadham
अधमी    Adhami
अधमुआ Adhamuya
अधर       Adahar
अधरांग      Adharang
अधरामृत   Adharmrut
अधरासव      Adharasab
अधरों Adharon
अधर्म Adaharma
अधर्मता   Adharmata
अधर्मशीलता  Adharmashilta
अधर्मिता        Adharmita
अधर्मी      Adharmi
अधर्मीपन        Adharmipan
अधातु Adhatu
अधातुओं   Adhatuyon
अधाम    Adham
अधार    Adhar
अधार्मिक        Adharmik
अधार्मिकता  Adharmikta
अधि       Adhi
अधिक    Adhik
अधिकतम      Adhiktam
अधिकतर      Adhiktar
अधिकता      Adhikta
अधिकर Adhikar
अधिकरण      Adhikaran
अधिकरणों        Adhikarano
अधिकरी      Adhikari
अधिकर्मी        Adhikarmi
अधिकश्रम        Adhikashram
अधिकाँश   Adhikansh
अधिकांश   Adhikansh
अधिकांशत        Adhikangshat
अधिकांशतः     Adhikangshatah
अधिकांशतया  Adhikangshataya
अधिकाधिक        Adhikadhik
अधिकार      Adhikar
अधिकारक्षेत्र Adhikarkshetra
अधिकारतः        Adhikarataha
अधिकारपत्र  Adhikarpatra
अधिकारपूर्ण       Adhikarpurna
अधिकारपूर्वक    Adhikarpurbak
अधिकारयों     Adhikaryon
अधिकारहीन     Adhikarhin
अधिकारातीत  Adhikaratit
अधिकारिक        Adhikarik
अधिकारिणी     Adhikarini
अधिकारिता     Adhikarita
अधिकारियों  Adhikariyon
अधिकारी   Adhikari
अधिकारीई        Adhikarie
अधिकारीकरण  Adhikarikaran
अधिकारीगण     Adhikarigan
अधिकारीयों  Adhikariyon
अधिकारो   Adhikaro
अधिकारों        Adhikaron
अधिकृत      Adhikrit
अधिकृति   Adhikriti
अधिकेंद्र     Adhikendra
अधिकोष      Adhikosh
अधिक्षक   Adhikshak
अधिक्षेप        Adhikshep
अधिगण Adhigan
अधिगम Adhigam
अधिगृहित        Adhigrihit
अधिगृहीत        Adhigrihit
अधिग्रहण        Adhigrahan
अधिग्रहणों  Adhigrahanon
अधिग्रहित     Adhigrahit
अधिग्रहीत     Adhigrahit
अधिग्राहक     Adhigrahak
अधिचक्रज        Adhichakraj
अधिचर्म   Adhicharma
अधिचित्र        Adhichitra
अधित्यका        Adhityaka
अधित्याग        Adhityag
अधिदर्शक        Adhidarshak
अधिदेव      Adhidev
अधिदेश      Adhidesh
अधिदेशात्मक       Adhideshatmak
अधिनस्थ   Adhinastha
अधिनायक   Adhinayak
अधिनायकवादी       Adhinayakbadi
अधिनियम   Adhiniyam
अधिनियमन        Adhiniyaman
अधिनियमित     Adhiniyamit
अधिनियमों     Adhiniyamon
अधिनिर्णय     Adhinirnay
अधिनिर्णायक       Adhinirnay
अधिनोवा   Adhinova
अधिपति      Adhipati
अधिपत्य   Adhipatya
अधिपत्र   Adhipatra
अधिप्रचार     Adhiprachar
अधिप्रचारक  Adhiprachark
अधिप्राप्ति       Adhiprapti
अधिप्रेक्षक       Adhiprekshak
अधिभार      Adhibhar
अधिभावी   Adbhibhavi
अधिभास्वीय  Adhibhaswaiya
अधिभोगी   Adhibhogi
अधिमत Adhimat
अधिमांस   Adhimansh
अधिमान      Adhiman
अधिमानतः        Adhimanatah
अधिमानी   Adhimani
अधिमान्य        Adhimanya
अधिमास      Adhimas
अधियज्ञ   Adiyagya
अधिया Adhiya
अधियाचक   Adhiyachak
अधियाना   Adhiyana
अधिरचना   Adhirachna
अधिरोध      Adhirodh
अधिरोपण   Adhiropan
अधिरोपित        Adhiropit
अधिरोहण   Adhirohan
