अ     a
अथर्व atharv
अथर्ववेद        atharvaved
अथर्ववेदीय  atharvavediya
अथवा    athava
अथाई    athaai
अथाना athaana
अथाह    athaaha
अथीना athina
अथॉरिटी   athouriti
अदंड    adand
अदक्षता   adakshta
अदत्त adatta
अदत्तवेतन     adttavetan
अदद       adad
अदन       adan
अदना    adana
अदनान adanan
अदब       adab
अदभुत adabhot
अदभूत adabhoot
अदम       adam
अदमनीय      admaneeya
अदमित adamit
अदम्य adamya
अदर       adar
अदरक    adarak
अदरख    adarakh
अदर्शन      adarshan
अदल       adal
अदला    adala
अदलीय adaleey
अदह       adaha
अदहन    adahan
अदा       adaa
अदाएं adaye
अदाओं adaon
अदाकर्ता        adakarta
अदाकार      adakar
अदाकारा   adakara
अदाकारी   adakari
अदायगी      adayagi
अदालत adalat
अदालती      adalati
अदालतें   adalaten
अदालतों   adalato
अदावत adavat
अदावती      adavati
अदाह्य      adahya
अदि       adi
अदित    adit
अदिति aditi
अदिनांकित     adinankit
अदिलाबादु     adilabadu
अदिश    adish
अदिष्ट      adishta
अदीब    adeeba
अदीस    adisa
अदूरदर्शा     aduradarshaa
अदूरदर्शिता       adurdarshita
अदूरदर्शी     adurdarshi
अदूषित      adushit
अदूष्य      adushya
अदृश्य      adrishya
अदृष्ट      adrishta
अदृढ़    adridh
अदृढ़ता      adridhta
अदेखा adekha
अदेयता      adeyata
अद्       ad
अद्दूपुर        addapur
अद्भुत      adbhut
अद्भुताकार  adbhutakar
अद्भूत      adbhut
अद्यतन      adyatan
अद्यतनीकरण  adyatanikaran
अद्यतित   adyatit
अद्रि adri
अद्रोह      adroha
अद्वितीय        advitiya
अद्वितीयता  advitiyata
अद्वेष      advesh
अद्वेष्टा     adveshta
अद्वैत      advait
अद्वैतवाद     advaitbad
अद्वैतवादी  advaitbadi
अध  adha
अधःशैल      adhahshail
अधकचरा      adhakachara
अधखुला      adhakhula
अधगति adhagati
अधचरा adhachara
अधन्ना      adhannaa
अधन्यवादी     adhanyevadi
अधपका adhapaka
अधपके adhapake
अधपन्ना   adhapanna
अधम       adham
अधमता adhamata
अधमरा adhamara
अधमर्ण      adhamarna
अधमाधम      adhamadham
अधमी    adhami
अधमुआ adhamuaa
अधर       adhar
अधरांग      adharaang
अधरामृत   adharamrit
अधरासव      adharasav
अधरों adharon
अधर्म adharma
अधर्मता   adharmata
अधर्मशीलता  adharmashilata
अधर्मिता        adharmita
अधर्मी      adharmi
अधर्मीपन        adharmipan
अधातु adhatu
अधातुओं   adhatuon
अधाम    adhaam
अधार    adhar
अधार्मिक        adharmik
अधार्मिकता  adharmikta
अधि       adhi
अधिक    adhik
अधिकतम      adhikatam
अधिकतर      adhikatar
अधिकता      adhikata
अधिकर adhikar
अधिकरण      adhikaran
अधिकरणों        adhikarnon
अधिकरी      adhikari
अधिकर्मी        adhikarmi
अधिकश्रम        adhikashram
अधिकाँश   adhikansha
अधिकांश   adhikamsha
अधिकांशत        adhikamshat
अधिकांशतः     adhikanshth
अधिकांशतया  adhikanshataya
अधिकाधिक        adhikadhika
अधिकार      adhikar
अधिकारक्षेत्र adhikakshetra
अधिकारतः        adhikaratah
अधिकारपत्र  adhikarpatra
अधिकारपूर्ण       adhikarpurna
अधिकारपूर्वक    adhikarpurvak
अधिकारयों     adhikarayon
अधिकारहीन     adhikarhin
अधिकारातीत  adhikaratit
अधिकारिक        adhikarit
अधिकारिणी     adhikarini
अधिकारिता     adhikarita
अधिकारियों  adhikariyo
अधिकारी   adhikari
अधिकारीई        adhikareeii
अधिकारीकरण  adhikarikaran
अधिकारीगण     adhikarigan
अधिकारीयों  adhikariyon
अधिकारो   adhikaro
अधिकारों        adhikaro
अधिकृत      adhikrit
अधिकृति   adhikriti
अधिकेंद्र     adhikendra
अधिकोष      adhikosh
अधिक्षक   adhikshka
अधिक्षेप        adhiksepa
अधिगण adhigan
अधिगम adhigam
अधिगृहित        adhigrihini
अधिगृहीत        adhigrihit
अधिग्रहण        adhigrahan
अधिग्रहणों  adhigrahanon
अधिग्रहित     adhigrahit
अधिग्रहीत     adhigrahit
अधिग्राहक     adhigrahak
अधिचक्रज        adhichkraj
अधिचर्म   adhichrma
अधिचित्र        adhichitra
अधित्यका        adhityaka
अधित्याग        adhityaga
अधिदर्शक        adhidarshak
अधिदेव      adhidev
अधिदेश      adhidesh
अधिदेशात्मक       adhideshatmak
अधिनस्थ   adhinastha
अधिनायक   adhinayak
अधिनायकवादी       adhinayakvadi
अधिनियम   adhiniyam
अधिनियमन        adhiniyaman
अधिनियमित     asdhiniyamit
अधिनियमों     adhiniyamo
अधिनिर्णय     adhinirnaya
अधिनिर्णायक       adhinirnaayak
अधिनोवा   adhinova
अधिपति      adhipati
अधिपत्य   adhipatya
अधिपत्र   adhipatra
अधिप्रचार     adhiprachar
अधिप्रचारक  adhipracharak
अधिप्राप्ति       adhiprapti
अधिप्रेक्षक       adhiprekshk
अधिभार      adhibhara
अधिभावी   adhibhavi
अधिभास्वीय  adhibhasviya
अधिभोगी   adhibhoji
अधिमत adhimat
अधिमांस   adhimansa
