अ     a
अदह       adah
अदहन    adahan
अदा       ada
अदाएं adayan
अदाओं adayon
अदाकर्ता        adakarta
अदाकार      adakar
अदाकारा   adakara
अदाकारी   adakare
अदायगी      adayage
अदालत adalat
अदालती      adalate
अदालतें   adalatyen
अदालतों   adalaton
अदावत adavat
अदावती      adavate
अदाह्य      adahya
अदि       adi
अदित    adit
अदिति aditi
अदिनांकित     adinankit
अदिलाबादु     adilabadu
अदिश    adish
अदिष्ट      adisht
अदीब    adeb
अदीस    ades
अदूरदर्शा     adoordarsha
अदूरदर्शिता       adoordarshita
अदूरदर्शी     adoordarshe
अदूषित      adooshit
अदूष्य      adooshya
अदृश्य      adrashya
अदृष्ट      adrashat
अदृढ़    adrardhn
अदृढ़ता      adrardhnta
अदेखा adyakha
अदेयता      adyayta
अद्       ad
अद्दूपुर        adoopur
अद्भुत      adbhut
अद्भुताकार  adbhutakar
अद्भूत      adbhoot
अद्यतन      adyatan
अद्यतनीकरण  adyatanekarand
अद्यतित   adyatit
अद्रि adrai
अद्रोह      adroh
अद्वितीय        adviteya
अद्वितीयता  adviteyata
अद्वेष      advaysh
अद्वेष्टा     advayshta
अद्वैत      advaiyt
अद्वैतवाद     advaiytvad
अद्वैतवादी  advaiytvade
अध  adha
अधःशैल      adhashaiyl
अधकचरा      adhakachara
अधखुला      adhakhula
अधगति adhagati
अधचरा adhachara
अधन्ना      adhana
अधन्यवादी     adhanyavade
अधपका adhapaka
अधपके adhapakay
अधपन्ना   adhapana
अधम       adham
अधमता adhamta
अधमरा adhamara
अधमर्ण      adhamarand
अधमाधम      adhamadham
अधमी    adhame
अधमुआ adhamua
अधर       adhar
अधरांग      adharang
अधरामृत   adharamrit
अधरासव      adharasav
अधरों adharon
अधर्म adharam
अधर्मता   adharamta
अधर्मशीलता  adharamshelta
अधर्मिता        adharamita
अधर्मी      adharame
अधर्मीपन        adharamiepan
अधातु adhatu
अधातुओं   adhatuon
अधाम    adham
अधार    adhar
अधार्मिक        adharmik
अधार्मिकता  adharmikta
अधि       adhi
अधिक    adhik
अधिकतम      adhiktam
अधिकतर      adhiktar
अधिकता      adhikta
अधिकर adhikar
अधिकरण      adhikarand
अधिकरणों        adhikarandon
अधिकरी      adhikare
अधिकर्मी        adhikarme
अधिकश्रम        adhikshram
अधिकाँश   adhikaansh
अधिकांश   adhikansh
अधिकांशत        adhikanshta
अधिकांशतः     adhikanshtah
अधिकांशतया  adhikanshatya
अधिकाधिक        adhikadhik
अधिकार      adhikar
अधिकारक्षेत्र adhikarxhaytra
अधिकारतः        adhikartah
अधिकारपत्र  adhikarpatra
अधिकारपूर्ण       adhikarpoorna
अधिकारपूर्वक    adhikarpoorvak
अधिकारयों     adhikariyon
अधिकारहीन     adhikarhen
अधिकारातीत  adhikaratet
अधिकारिक        adhikarik
अधिकारिणी     adhikarinde
अधिकारिता     adhikarita
अधिकारियों  adhikariyon
अधिकारी   adhikare
अधिकारीई        adhikaree
अधिकारीकरण  adhikarekarand
अधिकारीगण     adhikarigand
अधिकारीयों  adhikareyoon
अधिकारो   adhikaro
अधिकारों        adhikaron
अधिकृत      adhikrat
अधिकृति   adhikrati
अधिकेंद्र     adhikendra
अधिकोष      adhikosh
अधिक्षक   adhixhak
अधिक्षेप        adhixhayp
अधिगण adhigand
अधिगम adhigam
अधिगृहित        adhigrahit
अधिगृहीत        adhigrahet
अधिग्रहण        adhigrahand
अधिग्रहणों  adhigrahandon
अधिग्रहित     adhigrahit
अधिग्रहीत     adhigrahet
अधिग्राहक     adhigrahak
अधिचक्रज        adhichkraz
अधिचर्म   adhicharam
अधिचित्र        adhichitra
अधित्यका        adhityaka
अधित्याग        adhityag
अधिदर्शक        adhidarshak
अधिदेव      adhidayv
अधिदेश      adhidaysh
अधिदेशात्मक       adhidayshatmak
अधिनस्थ   adhinashth
अधिनायक   adhinayak
अधिनायकवादी       adhinayakvade
अधिनियम   adhiniyam
अधिनियमन        adhiniyaman
अधिनियमित     adhiniyamit
अधिनियमों     adhiniyamon
अधिनिर्णय     adhinirdya
अधिनिर्णायक       adhinirdayak
अधिनोवा   adhinova
अधिपति      adhipati
अधिपत्य   adhipatya
अधिपत्र   adhipatra
अधिप्रचार     adhiprachar
अधिप्रचारक  adhipracharak
अधिप्राप्ति       adhiprapti
अधिप्रेक्षक       adhiprayxhak
अधिभार      adhibhar
अधिभावी   adhibhave
अधिभास्वीय  adhibhasveya
अधिभोगी   adhibhogi
अधिमत adhimat
अधिमांस   adhimans
अधिमान      adhiman
अधिमानतः        adhimantah
अधिमानी   adhimane
अधिमान्य        adhimanya
अधिमास      adhimas
अधियज्ञ   adhiyagya
अधिया adhiya
अधियाचक   adhiyachak
अधियाना   adhiyana
